capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_12_normalized,smart_12_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,date_diff_days
4000787030016,0,108.0,18826408.0,92.0,0.0,100.0,8.0,100.0,0.0,86.0,436554865.0,68.0,28076.0,100.0,0.0,100.0,8.0,100.0,1.0,96.0,9024.0,22.0,22.0,100.0,0.0,100.0,0.0,200.0,0.0,70
12000138625024,0,76.0,40792056.0,96.0,0.0,100.0,3.0,100.0,0.0,89.0,856524698.0,93.0,6594.0,100.0,0.0,100.0,3.0,100.0,52.0,100.0,375.0,29.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0,60
4000787030016,0,118.0,194871616.0,94.0,0.0,100.0,6.0,100.0,0.0,86.0,456891622.0,67.0,29695.0,100.0,0.0,100.0,6.0,100.0,1.0,90.0,20064.0,19.0,19.0,100.0,0.0,100.0,0.0,200.0,0.0,71
12000138625024,0,75.0,28328728.0,90.0,0.0,100.0,8.0,100.0,0.0,83.0,197116086.0,90.0,8949.0,100.0,0.0,100.0,7.0,100.0,82.0,100.0,494.0,28.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0,76
8001563222016,0,78.0,59811960.0,93.0,0.0,100.0,4.0,100.0,0.0,93.0,2187131438.0,75.0,22290.0,100.0,0.0,100.0,4.0,100.0,0.0,97.0,6413.0,28.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0,69
12000138625024,0,80.0,111349232.0,92.0,0.0,100.0,6.0,100.0,0.0,88.0,681865330.0,94.0,5912.0,100.0,0.0,100.0,6.0,100.0,71.0,100.0,677.0,32.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0,31
4000787030016,0,114.0,60119968.0,100.0,0.0,100.0,4.0,100.0,0.0,83.0,224614445.0,66.0,30625.0,100.0,0.0,100.0,0.0,100.0,0.0,30.0,140385.0,18.0,18.0,100.0,8.0,100.0,8.0,200.0,0.0,66
8001563222016,0,74.0,22881224.0,92.0,0.0,100.0,4.0,100.0,0.0,96.0,4253078944.0,81.0,17326.0,100.0,0.0,100.0,4.0,100.0,1.0,90.0,21129.0,35.0,35.0,100.0,0.0,100.0,0.0,200.0,0.0,67
4000787030016,0,108.0,15533312.0,91.0,0.0,100.0,22.0,100.0,0.0,72.0,15800103.0,68.0,28896.0,100.0,0.0,100.0,22.0,100.0,0.0,1.0,325007.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0,27
12000138625024,0,84.0,238029888.0,95.0,0.0,100.0,4.0,100.0,0.0,84.0,256281633.0,90.0,9166.0,100.0,0.0,100.0,3.0,100.0,86.0,100.0,944.0,25.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0,23
12000138625024,0,74.0,27492336.0,98.0,0.0,100.0,2.0,100.0,280.0,78.0,59941294.0,89.0,10268.0,100.0,0.0,100.0,1.0,100.0,170.0,100.0,717.0,35.0,35.0,100.0,0.0,100.0,0.0,200.0,0.0,61
4000787030016,0,115.0,96652336.0,91.0,0.0,100.0,11.0,100.0,0.0,86.0,419782208.0,68.0,28073.0,100.0,0.0,100.0,11.0,100.0,0.0,95.0,11954.0,27.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0,66
12000138625024,0,79.0,75304656.0,90.0,0.0,100.0,8.0,100.0,0.0,76.0,39745446.0,89.0,10109.0,100.0,0.0,100.0,7.0,100.0,119.0,99.0,2543.0,34.0,34.0,100.0,0.0,100.0,0.0,200.0,0.0,1
4000787030016,0,114.0,80490000.0,98.0,0.0,100.0,2.0,100.0,0.0,86.0,438067625.0,69.0,27584.0,100.0,0.0,100.0,2.0,100.0,0.0,95.0,11496.0,19.0,19.0,100.0,8.0,100.0,8.0,200.0,0.0,26
500107862016,0,83.0,209889024.0,100.0,0.0,100.0,7.0,100.0,0.0,83.0,204028518.0,99.0,1039.0,100.0,0.0,100.0,7.0,100.0,0.0,100.0,27.0,29.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0,11
12000138625024,0,83.0,189523200.0,97.0,0.0,100.0,3.0,100.0,56.0,86.0,420361255.0,88.0,10877.0,100.0,0.0,100.0,2.0,100.0,117.0,100.0,673.0,22.0,22.0,100.0,0.0,100.0,0.0,200.0,0.0,52
6001175126016,0,109.0,23096976.0,89.0,0.0,100.0,20.0,100.0,0.0,93.0,2303655097.0,63.0,33163.0,100.0,0.0,100.0,19.0,100.0,0.0,7.0,187201.0,25.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0,54
12000138625024,0,77.0,55962168.0,97.0,0.0,100.0,3.0,100.0,0.0,89.0,825502863.0,91.0,8757.0,100.0,0.0,100.0,2.0,100.0,120.0,100.0,452.0,28.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0,67
12000138625024,0,81.0,128412400.0,97.0,0.0,100.0,3.0,100.0,120.0,89.0,820191157.0,92.0,7432.0,100.0,0.0,100.0,2.0,100.0,127.0,100.0,531.0,33.0,33.0,100.0,64.0,100.0,64.0,200.0,0.0,31
8001563222016,0,84.0,236781992.0,97.0,0.0,100.0,3.0,100.0,0.0,95.0,2924759828.0,87.0,11872.0,100.0,0.0,100.0,3.0,100.0,5.0,95.0,10665.0,25.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0,33
4000787030016,0,117.0,130087240.0,95.0,0.0,100.0,5.0,100.0,0.0,85.0,352712903.0,69.0,27552.0,100.0,0.0,100.0,5.0,100.0,0.0,95.0,10513.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0,73
8001563222016,0,79.0,70888008.0,94.0,0.0,100.0,5.0,100.0,40.0,94.0,2664317117.0,86.0,12468.0,100.0,0.0,100.0,5.0,100.0,9.0,94.0,13380.0,38.0,38.0,100.0,0.0,100.0,0.0,200.0,0.0,34
12000138625024,0,83.0,201029272.0,99.0,0.0,100.0,1.0,100.0,0.0,89.0,856354883.0,93.0,6260.0,100.0,0.0,100.0,1.0,100.0,59.0,100.0,338.0,36.0,36.0,100.0,0.0,100.0,0.0,200.0,0.0,25
12000138625024,0,83.0,217764696.0,96.0,0.0,100.0,4.0,100.0,1664.0,87.0,447961268.0,88.0,10869.0,100.0,0.0,100.0,3.0,100.0,123.0,100.0,727.0,21.0,21.0,100.0,0.0,100.0,0.0,200.0,0.0,22
12000138625024,0,83.0,181609404.0,96.0,0.0,100.0,3.0,100.0,0.0,85.0,300510727.0,93.0,6426.0,100.0,0.0,100.0,3.0,100.0,32.0,94.0,13237.0,25.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0,67
500107862016,0,80.0,90430560.0,100.0,0.0,100.0,4.0,100.0,1.0,74.0,26522598.0,100.0,554.0,100.0,0.0,100.0,4.0,100.0,1.0,100.0,10.0,33.0,33.0,100.0,0.0,100.0,0.0,200.0,0.0,75
500107862016,0,100.0,0.0,100.0,1324.0,100.0,9.0,100.0,0.0,100.0,0.0,44.0,22578.0,100.0,0.0,100.0,9.0,100.0,0.0,100.0,1221.0,100.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0,64
4000787030016,0,117.0,152718904.0,92.0,0.0,100.0,10.0,100.0,0.0,85.0,394866290.0,68.0,28583.0,100.0,0.0,100.0,10.0,100.0,0.0,97.0,7809.0,20.0,20.0,100.0,8.0,100.0,8.0,200.0,0.0,68
12000138625024,0,81.0,137434808.0,97.0,0.0,100.0,3.0,100.0,0.0,80.0,101783350.0,91.0,8533.0,100.0,0.0,100.0,2.0,100.0,141.0,100.0,619.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0,30
12000138625024,0,81.0,112342680.0,94.0,0.0,100.0,5.0,100.0,128.0,75.0,34460524.0,90.0,9455.0,100.0,0.0,100.0,4.0,100.0,88.0,100.0,1477.0,42.0,42.0,100.0,0.0,100.0,0.0,200.0,0.0,67
4000787030016,0,100.0,0.0,240.0,364.0,100.0,61.0,100.0,0.0,100.0,0.0,97.0,22589.0,95.0,65536.0,100.0,10.0,100.0,221.0,100.0,221.0,240.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0,70
12000138625024,0,79.0,71403672.0,98.0,0.0,100.0,2.0,96.0,18536.0,86.0,399759681.0,88.0,10559.0,100.0,0.0,100.0,1.0,100.0,121.0,100.0,524.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0,35
8001563222016,0,82.0,153541504.0,99.0,0.0,100.0,1.0,100.0,8.0,95.0,3516512018.0,85.0,13296.0,100.0,0.0,100.0,1.0,100.0,59.0,98.0,4725.0,42.0,42.0,100.0,0.0,100.0,0.0,200.0,0.0,11
4000787030016,0,118.0,182883816.0,91.0,0.0,100.0,23.0,100.0,0.0,80.0,113448195.0,66.0,29896.0,100.0,0.0,100.0,23.0,100.0,0.0,1.0,205115.0,23.0,23.0,100.0,0.0,100.0,0.0,200.0,0.0,43
12000138625024,0,82.0,173844912.0,94.0,0.0,100.0,5.0,100.0,0.0,84.0,236553665.0,88.0,10715.0,100.0,0.0,100.0,4.0,100.0,125.0,100.0,1564.0,27.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0,44
8001563222016,0,74.0,23176608.0,98.0,0.0,100.0,1.0,100.0,0.0,82.0,145974085.0,100.0,612.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,665.0,34.0,34.0,100.0,0.0,100.0,0.0,200.0,0.0,72
500107862016,0,100.0,0.0,100.0,1366.0,100.0,7.0,100.0,0.0,100.0,0.0,58.0,17007.0,100.0,0.0,100.0,7.0,100.0,0.0,100.0,1529.0,100.0,36.0,100.0,0.0,100.0,0.0,200.0,0.0,3
500107862016,0,100.0,0.0,100.0,1985.0,100.0,5.0,100.0,0.0,100.0,0.0,71.0,11869.0,100.0,0.0,100.0,5.0,100.0,0.0,100.0,522.0,100.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0,74
12000138625024,0,84.0,240774976.0,97.0,0.0,100.0,3.0,99.0,6816.0,82.0,146884965.0,91.0,8534.0,100.0,0.0,100.0,2.0,100.0,100.0,100.0,607.0,25.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0,31
12000138625024,0,78.0,57007552.0,92.0,0.0,100.0,6.0,100.0,0.0,88.0,625595391.0,94.0,5918.0,100.0,0.0,100.0,6.0,100.0,87.0,100.0,670.0,34.0,34.0,100.0,32.0,100.0,32.0,200.0,0.0,4
12000138625024,0,77.0,46406960.0,96.0,0.0,100.0,4.0,100.0,0.0,86.0,382374312.0,88.0,10552.0,100.0,0.0,100.0,3.0,100.0,133.0,100.0,531.0,29.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0,50
12000138625024,0,82.0,151788240.0,99.0,0.0,100.0,1.0,100.0,0.0,77.0,52341568.0,100.0,641.0,100.0,0.0,100.0,1.0,100.0,7.0,100.0,236.0,32.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0,46
12000138625024,0,76.0,39655520.0,99.0,0.0,100.0,1.0,100.0,0.0,79.0,71186137.0,99.0,1006.0,100.0,0.0,100.0,1.0,100.0,17.0,100.0,351.0,38.0,38.0,100.0,0.0,100.0,0.0,200.0,0.0,56
8001563222016,0,83.0,187016472.0,92.0,0.0,100.0,4.0,100.0,0.0,95.0,3211279944.0,84.0,14101.0,100.0,0.0,100.0,4.0,100.0,0.0,92.0,17058.0,30.0,30.0,100.0,0.0,100.0,0.0,200.0,0.0,39
4000787030016,0,120.0,71768.0,92.0,0.0,100.0,10.0,100.0,0.0,84.0,304255550.0,60.0,35373.0,100.0,0.0,100.0,10.0,100.0,1.0,88.0,24237.0,28.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0,17
12000138625024,0,79.0,79067664.0,96.0,0.0,100.0,3.0,100.0,0.0,79.0,87928901.0,99.0,1222.0,100.0,0.0,100.0,3.0,100.0,14.0,100.0,846.0,39.0,39.0,100.0,0.0,100.0,0.0,200.0,0.0,45
4000787030016,0,117.0,136110648.0,92.0,0.0,100.0,8.0,98.0,1944.0,90.0,960982894.0,69.0,27249.0,100.0,0.0,100.0,7.0,100.0,0.0,33.0,134358.0,22.0,22.0,100.0,0.0,100.0,0.0,200.0,0.0,48
8001563222016,0,61.0,54566688.0,92.0,0.0,100.0,6.0,74.0,37848.0,95.0,3128089635.0,82.0,16121.0,100.0,0.0,100.0,6.0,100.0,36.0,95.0,11839.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0,66
12000138625024,0,81.0,139598304.0,96.0,0.0,100.0,4.0,100.0,0.0,90.0,928429776.0,90.0,9565.0,100.0,0.0,100.0,3.0,100.0,164.0,100.0,1114.0,35.0,35.0,100.0,0.0,100.0,0.0,200.0,0.0,73
12000138625024,0,81.0,118975416.0,95.0,0.0,100.0,4.0,100.0,0.0,82.0,149438785.0,90.0,9164.0,100.0,0.0,100.0,3.0,100.0,98.0,100.0,947.0,29.0,29.0,100.0,0.0,100.0,0.0,200.0,0.0,66
12000138625024,0,79.0,88005056.0,98.0,0.0,100.0,2.0,100.0,1800.0,73.0,19126389.0,90.0,9451.0,100.0,0.0,100.0,1.0,100.0,110.0,100.0,1473.0,28.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0,4
12000138625024,0,84.0,243406448.0,91.0,0.0,100.0,7.0,100.0,0.0,88.0,644779061.0,94.0,5915.0,100.0,0.0,100.0,7.0,100.0,72.0,100.0,672.0,35.0,35.0,100.0,0.0,100.0,0.0,200.0,0.0,48
12000138625024,0,83.0,203673904.0,96.0,0.0,100.0,4.0,100.0,0.0,80.0,95873118.0,91.0,8752.0,100.0,0.0,100.0,3.0,100.0,93.0,100.0,422.0,32.0,32.0,100.0,16.0,100.0,16.0,200.0,0.0,29
4000787030016,0,114.0,73238448.0,96.0,0.0,100.0,4.0,100.0,0.0,86.0,412982792.0,66.0,30552.0,100.0,0.0,100.0,4.0,100.0,0.0,76.0,49771.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0,30
8001563222016,0,83.0,223247968.0,98.0,0.0,100.0,2.0,100.0,64.0,95.0,3100469954.0,82.0,16128.0,100.0,0.0,100.0,2.0,100.0,14.0,94.0,12609.0,23.0,23.0,100.0,0.0,100.0,0.0,200.0,0.0,24
4000787030016,0,100.0,65536.0,100.0,448.0,100.0,5.0,100.0,0.0,100.0,0.0,98.0,16635.0,100.0,0.0,100.0,5.0,100.0,203.0,100.0,203.0,181.0,33.0,100.0,24.0,100.0,0.0,200.0,0.0,3
12000138625024,0,75.0,31735616.0,96.0,0.0,100.0,3.0,100.0,280.0,89.0,797298448.0,94.0,5898.0,100.0,0.0,100.0,3.0,100.0,46.0,100.0,340.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0,68
8001563222016,0,80.0,101731816.0,91.0,0.0,100.0,7.0,100.0,0.0,96.0,3763665125.0,86.0,12641.0,100.0,0.0,100.0,7.0,100.0,41.0,97.0,6374.0,45.0,45.0,100.0,0.0,100.0,0.0,200.0,0.0,73
12000138625024,0,79.0,78215624.0,91.0,0.0,100.0,7.0,100.0,0.0,86.0,401815869.0,88.0,10709.0,100.0,0.0,100.0,5.0,100.0,143.0,100.0,1509.0,22.0,22.0,100.0,0.0,100.0,0.0,200.0,0.0,22
12000138625024,0,79.0,82150800.0,97.0,0.0,100.0,3.0,100.0,0.0,89.0,726700927.0,92.0,7437.0,100.0,0.0,100.0,2.0,100.0,133.0,100.0,517.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0,26
12000138625024,0,83.0,188082128.0,99.0,0.0,100.0,1.0,100.0,0.0,81.0,30877930925.0,94.0,5901.0,100.0,0.0,100.0,1.0,100.0,51.0,100.0,342.0,20.0,20.0,100.0,0.0,100.0,0.0,200.0,0.0,13
8001563222016,0,82.0,156614352.0,94.0,0.0,100.0,3.0,100.0,0.0,88.0,644303077.0,78.0,19292.0,100.0,0.0,100.0,3.0,100.0,0.0,89.0,23137.0,24.0,24.0,100.0,0.0,100.0,0.0,200.0,0.0,60
4000787030016,0,102.0,5154192.0,92.0,0.0,100.0,11.0,100.0,0.0,85.0,376744564.0,67.0,28975.0,100.0,0.0,100.0,11.0,100.0,0.0,93.0,15162.0,32.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0,3
12000138625024,1,80.0,99771448.0,94.0,0.0,100.0,5.0,85.0,61752.0,81.0,123594712.0,89.0,10112.0,100.0,0.0,100.0,4.0,100.0,139.0,99.0,2541.0,40.0,40.0,100.0,0.0,100.0,0.0,200.0,0.0,0
12000138625024,0,71.0,13007528.0,99.0,0.0,100.0,1.0,100.0,0.0,89.0,859235830.0,93.0,6269.0,100.0,0.0,100.0,1.0,100.0,50.0,100.0,332.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0,62
4000787030016,0,111.0,31802752.0,96.0,0.0,100.0,4.0,100.0,0.0,88.0,776500972.0,73.0,24106.0,100.0,0.0,100.0,4.0,100.0,0.0,99.0,2342.0,23.0,23.0,100.0,0.0,100.0,0.0,200.0,0.0,30
4000787030016,0,116.0,106518320.0,96.0,0.0,100.0,4.0,100.0,0.0,87.0,478202564.0,64.0,32045.0,100.0,0.0,100.0,4.0,100.0,0.0,81.0,38071.0,22.0,22.0,100.0,0.0,100.0,0.0,200.0,0.0,47
8001563222016,0,100.0,0.0,100.0,0.0,100.0,4.0,100.0,0.0,100.0,0.0,99.0,10078.0,100.0,0.0,100.0,4.0,100.0,458.0,100.0,458.0,187.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0,42
4000787030016,0,114.0,73180744.0,91.0,0.0,100.0,24.0,100.0,0.0,90.0,994464157.0,68.0,28896.0,100.0,0.0,100.0,24.0,100.0,0.0,9.0,183456.0,33.0,33.0,100.0,96.0,100.0,96.0,200.0,0.0,13
8001563222016,0,80.0,95322496.0,92.0,0.0,100.0,4.0,100.0,0.0,87.0,542031145.0,78.0,19304.0,100.0,0.0,100.0,4.0,100.0,2.0,97.0,6435.0,30.0,30.0,100.0,0.0,100.0,0.0,200.0,22.0,15
4000787030016,0,100.0,0.0,100.0,554.0,100.0,8.0,100.0,110.0,100.0,0.0,95.0,40200.0,100.0,0.0,100.0,8.0,100.0,577.0,100.0,577.0,230.0,26.0,100.0,8.0,100.0,0.0,200.0,0.0,13
8001563222016,0,70.0,9625752.0,98.0,0.0,100.0,2.0,100.0,0.0,96.0,3554357675.0,87.0,11992.0,100.0,0.0,100.0,2.0,100.0,32.0,97.0,6674.0,39.0,39.0,100.0,0.0,100.0,0.0,200.0,0.0,75
500107862016,0,80.0,102412952.0,100.0,0.0,100.0,4.0,100.0,0.0,87.0,540189525.0,98.0,2402.0,100.0,0.0,100.0,4.0,100.0,0.0,100.0,86.0,33.0,33.0,100.0,0.0,100.0,0.0,200.0,0.0,56
12000138625024,0,72.0,14803304.0,97.0,0.0,100.0,2.0,100.0,0.0,89.0,856349819.0,93.0,6268.0,100.0,0.0,100.0,2.0,100.0,42.0,100.0,348.0,26.0,26.0,100.0,128.0,100.0,128.0,200.0,0.0,37
10000831348736,0,80.0,106663696.0,99.0,0.0,100.0,2.0,100.0,326.0,89.0,879469321.0,87.0,11524.0,100.0,0.0,100.0,1.0,100.0,120.0,100.0,649.0,26.0,26.0,100.0,16.0,100.0,16.0,200.0,0.0,5
12000138625024,0,79.0,80831712.0,97.0,0.0,100.0,3.0,100.0,0.0,85.0,282684053.0,88.0,10706.0,100.0,0.0,100.0,2.0,100.0,132.0,100.0,1517.0,21.0,21.0,100.0,0.0,100.0,0.0,200.0,0.0,54
4000787030016,0,120.0,1450328.0,95.0,0.0,100.0,5.0,100.0,0.0,84.0,302403525.0,68.0,28083.0,100.0,0.0,100.0,5.0,100.0,0.0,96.0,9532.0,27.0,27.0,100.0,80.0,100.0,80.0,200.0,0.0,2
12000138625024,0,84.0,224871584.0,94.0,0.0,100.0,5.0,100.0,52.0,84.0,13732761365.0,90.0,8763.0,100.0,0.0,100.0,4.0,100.0,134.0,100.0,454.0,38.0,38.0,100.0,0.0,100.0,0.0,200.0,0.0,64
4000787030016,1,100.0,0.0,100.0,426.0,100.0,9.0,100.0,0.0,100.0,0.0,97.0,24319.0,100.0,0.0,100.0,9.0,100.0,403.0,100.0,403.0,193.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0,0
8001563222016,0,77.0,53045416.0,91.0,0.0,100.0,7.0,100.0,0.0,95.0,3062444152.0,86.0,12473.0,100.0,0.0,100.0,7.0,100.0,7.0,93.0,15982.0,48.0,48.0,100.0,0.0,100.0,0.0,200.0,0.0,28
500107862016,0,100.0,0.0,100.0,1974.0,100.0,7.0,100.0,0.0,100.0,0.0,79.0,8752.0,100.0,0.0,100.0,7.0,100.0,3.0,100.0,230.0,100.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0,53
4000787030016,0,119.0,227452744.0,96.0,0.0,100.0,4.0,100.0,0.0,88.0,685065816.0,61.0,34419.0,100.0,0.0,100.0,4.0,100.0,0.0,73.0,54107.0,19.0,19.0,100.0,0.0,100.0,0.0,200.0,0.0,10
4000787030016,0,118.0,184814064.0,93.0,0.0,100.0,7.0,100.0,0.0,84.0,276229570.0,69.0,27605.0,100.0,0.0,100.0,7.0,100.0,0.0,97.0,6728.0,20.0,20.0,100.0,0.0,100.0,0.0,200.0,0.0,35
4000787030016,0,119.0,227702648.0,98.0,0.0,100.0,2.0,100.0,0.0,86.0,439119280.0,67.0,29259.0,100.0,0.0,100.0,2.0,100.0,0.0,94.0,12462.0,31.0,31.0,100.0,0.0,100.0,0.0,200.0,0.0,78
12000138625024,0,73.0,17921288.0,94.0,0.0,100.0,5.0,100.0,0.0,86.0,379167847.0,88.0,10557.0,100.0,0.0,100.0,4.0,100.0,133.0,100.0,526.0,26.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0,61
4000787030016,0,115.0,85746936.0,92.0,0.0,100.0,14.0,100.0,0.0,80.0,108276069.0,59.0,36457.0,100.0,0.0,100.0,14.0,100.0,1.0,1.0,486140.0,28.0,28.0,100.0,8.0,100.0,8.0,200.0,0.0,6
12000138625024,1,81.0,113105664.0,97.0,0.0,100.0,3.0,99.0,5768.0,90.0,935455921.0,90.0,9575.0,100.0,0.0,100.0,2.0,100.0,150.0,100.0,1104.0,41.0,41.0,100.0,0.0,100.0,0.0,200.0,0.0,0
8001563222016,0,83.0,216913512.0,95.0,0.0,100.0,4.0,100.0,0.0,93.0,2161177208.0,85.0,13154.0,100.0,0.0,100.0,4.0,100.0,13.0,97.0,7168.0,48.0,48.0,100.0,0.0,100.0,0.0,200.0,0.0,28
8001563222016,0,82.0,171722480.0,86.0,0.0,100.0,7.0,100.0,0.0,96.0,3565130482.0,79.0,18549.0,100.0,0.0,100.0,7.0,100.0,3.0,95.0,10612.0,45.0,45.0,100.0,16.0,100.0,16.0,200.0,0.0,70
4000787030016,0,118.0,195674008.0,92.0,0.0,100.0,10.0,100.0,0.0,86.0,436224921.0,68.0,28609.0,100.0,0.0,100.0,10.0,100.0,0.0,97.0,7578.0,22.0,22.0,100.0,0.0,100.0,0.0,200.0,0.0,66
12000138625024,0,69.0,8520704.0,93.0,0.0,100.0,5.0,100.0,0.0,89.0,843288461.0,93.0,6612.0,100.0,0.0,100.0,5.0,100.0,63.0,100.0,436.0,42.0,42.0,100.0,0.0,100.0,0.0,200.0,0.0,45
4000787030016,0,100.0,0.0,129.0,560.0,100.0,17.0,100.0,0.0,100.0,0.0,98.0,16602.0,100.0,0.0,100.0,16.0,100.0,222.0,100.0,222.0,187.0,32.0,100.0,0.0,100.0,0.0,200.0,4.0,31
12000138625024,0,74.0,27167816.0,90.0,0.0,100.0,8.0,100.0,0.0,84.0,240559363.0,90.0,8950.0,100.0,0.0,100.0,7.0,100.0,88.0,100.0,500.0,28.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0,14
12000138625024,0,77.0,55808024.0,93.0,0.0,100.0,6.0,100.0,0.0,82.0,171357721.0,90.0,8943.0,100.0,0.0,100.0,5.0,100.0,92.0,100.0,500.0,35.0,35.0,100.0,0.0,100.0,0.0,200.0,0.0,27
12000138625024,0,100.0,0.0,100.0,0.0,100.0,3.0,100.0,0.0,100.0,0.0,100.0,1465.0,100.0,0.0,100.0,3.0,100.0,159.0,100.0,159.0,166.0,36.0,100.0,0.0,100.0,0.0,200.0,0.0,52
12000138625024,0,78.0,59500328.0,96.0,0.0,100.0,3.0,100.0,6.0,86.0,424825380.0,96.0,3752.0,100.0,0.0,100.0,3.0,100.0,43.0,100.0,1520.0,28.0,28.0,100.0,40.0,100.0,40.0,200.0,0.0,34
12000138625024,0,84.0,244021320.0,93.0,0.0,100.0,6.0,100.0,0.0,85.0,332358847.0,88.0,10651.0,100.0,0.0,100.0,5.0,100.0,112.0,100.0,1371.0,28.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0,75
12000138625024,0,65.0,3185712.0,96.0,0.0,100.0,4.0,100.0,280.0,86.0,366477765.0,88.0,10552.0,100.0,0.0,100.0,3.0,100.0,127.0,100.0,531.0,27.0,27.0,100.0,176.0,100.0,176.0,200.0,0.0,28
4000787030016,0,117.0,148587480.0,92.0,0.0,100.0,17.0,100.0,0.0,85.0,401895529.0,68.0,28556.0,100.0,0.0,100.0,17.0,100.0,1.0,96.0,8197.0,27.0,27.0,100.0,0.0,100.0,0.0,200.0,0.0,66
8001563222016,0,83.0,205986824.0,91.0,0.0,100.0,7.0,100.0,0.0,94.0,2360420021.0,86.0,12473.0,100.0,0.0,100.0,7.0,100.0,21.0,96.0,8673.0,48.0,48.0,100.0,24.0,100.0,24.0,200.0,0.0,58
4000787030016,0,113.0,55838872.0,92.0,0.0,100.0,9.0,100.0,0.0,87.0,555336409.0,65.0,30912.0,100.0,0.0,100.0,9.0,100.0,0.0,83.0,35942.0,23.0,23.0,100.0,0.0,100.0,0.0,200.0,0.0,44
12000138625024,0,81.0,121163792.0,99.0,0.0,100.0,1.0,100.0,0.0,80.0,96905199.0,99.0,1036.0,100.0,0.0,100.0,1.0,100.0,15.0,100.0,379.0,28.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0,12
12000138625024,0,82.0,145243704.0,97.0,0.0,100.0,3.0,100.0,8.0,84.0,233314451.0,90.0,8781.0,100.0,0.0,100.0,2.0,100.0,91.0,100.0,447.0,26.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0,31
12000138625024,0,79.0,76339744.0,94.0,0.0,100.0,5.0,100.0,8.0,84.0,266672007.0,88.0,10712.0,100.0,0.0,100.0,4.0,100.0,120.0,100.0,1531.0,28.0,28.0,100.0,0.0,100.0,0.0,200.0,0.0,49
12000138625024,0,80.0,94749416.0,94.0,0.0,100.0,5.0,100.0,0.0,80.0,107440803.0,90.0,8777.0,100.0,0.0,100.0,4.0,100.0,122.0,100.0,452.0,25.0,25.0,100.0,0.0,100.0,0.0,200.0,0.0,67
4000787030016,0,120.0,237620672.0,97.0,0.0,100.0,3.0,100.0,0.0,87.0,517778265.0,69.0,27603.0,100.0,0.0,100.0,3.0,100.0,0.0,98.0,5213.0,23.0,23.0,100.0,0.0,100.0,0.0,200.0,0.0,30
12000138625024,0,81.0,127306840.0,98.0,0.0,100.0,2.0,91.0,39008.0,83.0,197298263.0,90.0,8779.0,100.0,0.0,100.0,1.0,100.0,87.0,100.0,425.0,32.0,32.0,100.0,0.0,100.0,0.0,200.0,0.0,13
